row,name,code,tweet,follow
673,金溢科技,002869,807.0,3083.0
674,绿康生化,002868,381.0,1124.0
675,周大生,002867,659.0,2827.0
676,传艺科技,002866,403.0,1575.0
677,钧达股份,002865,2138.0,3094.0
678,今飞凯达,002863,411.0,1388.0
679,实丰文化,002862,215.0,1082.0
680,瀛通通讯,002861,543.0,1602.0
681,星帅尔,002860,630.0,1487.0
682,洁美科技,002859,890.0,7150.0
683,力盛赛车,002858,1579.0,4163.0
684,三晖电气,002857,330.0,1411.0
685,美芝股份,002856,477.0,1993.0
686,捷荣技术,002855,311.0,1672.0
687,皮阿诺,002853,1076.0,3954.0
688,道道全,002852,711.0,2592.0
689,麦格米特,002851,1589.0,6783.0
690,科达利,002850,1221.0,5128.0
691,威星智能,002849,548.0,2108.0
692,高斯贝尔,002848,547.0,2073.0
693,盐津铺子,002847,1800.0,5448.0
694,英联股份,002846,1899.0,3850.0
695,同兴达,002845,1716.0,6529.0
696,泰嘉股份,002843,2953.0,3517.0
697,翔鹭钨业,002842,1398.0,4186.0
698,视源股份,002841,1880.0,8574.0
699,华统股份,002840,626.0,1853.0
700,张家港行,002839,7370.0,9796.0
701,道恩股份,002838,588.0,1882.0
702,英维克,002837,3957.0,7456.0
703,新宏泽,002836,5729.0,7355.0
704,同为股份,002835,1365.0,2757.0
705,弘亚数控,002833,1650.0,7377.0
706,比音勒芬,002832,648.0,2486.0
707,裕同科技,002831,655.0,3246.0
708,名雕股份,002830,1466.0,3015.0
709,星网宇达,002829,788.0,3159.0
710,贝肯能源,002828,645.0,2194.0
711,高争民爆,002827,1180.0,3823.0
712,易明医药,002826,880.0,2969.0
713,纳尔股份,002825,1807.0,3203.0
714,和胜股份,002824,2632.0,4152.0
715,凯中精密,002823,1426.0,3911.0
716,中装建设,002822,1563.0,3987.0
717,凯莱英,002821,5181.0,21999.0
718,桂发祥,002820,50730.0,3660.0
719,东方中科,002819,2510.0,4503.0
720,富森美,002818,1105.0,3414.0
721,黄山胶囊,002817,1113.0,2596.0
722,和科达,002816,897.0,2308.0
723,崇达技术,002815,695.0,2574.0
724,路畅科技,002813,1449.0,4718.0
725,创新股份,002812,1260.0,3682.0
726,亚泰国际,002811,973.0,2800.0
727,山东赫达,002810,1217.0,3102.0
728,红墙股份,002809,4058.0,7006.0
729,苏州恒久,002808,1393.0,3088.0
730,江阴银行,002807,4527.0,13794.0
731,华锋股份,002806,1903.0,4013.0
732,丰元股份,002805,2214.0,4677.0
733,吉宏股份,002803,1997.0,4606.0
734,洪汇新材,002802,3202.0,6114.0
735,微光股份,002801,2291.0,5799.0
736,天顺股份,002800,2014.0,4986.0
737,环球印务,002799,1592.0,26841.0
738,帝王洁具,002798,1859.0,4206.0
739,第一创业,002797,5098.0,19799.0
740,世嘉科技,002796,2036.0,4871.0
741,永和智控,002795,4681.0,34682.0
742,东音股份,002793,2496.0,5555.0
743,通宇通讯,002792,2035.0,6872.0
744,坚朗五金,002791,1576.0,4557.0
745,瑞尔特,002790,1193.0,3632.0
746,建艺集团,002789,1938.0,5614.0
747,鹭燕医药,002788,2834.0,6790.0
748,华源控股,002787,1482.0,51493.0
749,银宝山新,002786,3465.0,78123.0
750,万里石,002785,5816.0,58164.0
751,凯龙股份,002783,3052.0,100480.0
752,可立克,002782,7159.0,79899.0
753,奇信股份,002781,2087.0,83272.0
754,三夫户外,002780,6824.0,17155.0
755,中坚科技,002779,2217.0,5764.0
756,高科石化,002778,2069.0,26679.0
757,久远银海,002777,4119.0,56506.0
758,柏堡龙,002776,1774.0,16233.0
759,文科园林,002775,2449.0,17888.0
760,快意电梯,002774,659.0,2239.0
761,康弘药业,002773,4019.0,12192.0
762,众兴菌业,002772,3596.0,20004.0
763,真视通,002771,4706.0,26277.0
764,科迪乳业,002770,4066.0,27648.0
765,普路通,002769,15372.0,38367.0
766,国恩股份,002768,2717.0,15821.0
767,先锋电子,002767,2460.0,7607.0
768,索菱股份,002766,3514.0,11740.0
769,蓝黛传动,002765,2564.0,11609.0
770,汇洁股份,002763,3278.0,10501.0
771,金发拉比,002762,2671.0,12590.0
772,多喜爱,002761,4047.0,13482.0
773,凤形股份,002760,1902.0,9137.0
774,天际股份,002759,2804.0,14056.0
775,华通医药,002758,2328.0,7907.0
776,南兴装备,002757,1735.0,8109.0
777,永兴特钢,002756,1781.0,5243.0
778,东方新星,002755,4087.0,9610.0
779,永东股份,002753,2228.0,7850.0
780,昇兴股份,002752,4476.0,10270.0
781,易尚展示,002751,22742.0,42723.0
782,龙津药业,002750,3456.0,12738.0
783,国光股份,002749,1178.0,4517.0
784,世龙实业,002748,2829.0,7926.0
785,埃斯顿,002747,10864.0,19357.0
786,仙坛股份,002746,4974.0,12993.0
787,木林森,002745,2905.0,6208.0
788,富煌钢构,002743,2387.0,5716.0
789,三圣股份,002742,1394.0,5029.0
790,光华科技,002741,7203.0,13278.0
791,爱迪尔,002740,2449.0,5098.0
792,万达电影,002739,25990.0,78223.0
793,中矿资源,002738,2911.0,12933.0
794,葵花药业,002737,3704.0,15559.0
795,国信证券,002736,8665.0,36998.0
796,王子新材,002735,2687.0,9004.0
797,利民股份,002734,1629.0,6981.0
798,雄韬股份,002733,2597.0,9713.0
799,燕塘乳业,002732,4007.0,12672.0
800,萃华珠宝,002731,1755.0,4808.0
801,电光科技,002730,2485.0,7333.0
802,好利来,002729,2129.0,16051.0
803,特一药业,002728,1585.0,6103.0
804,一心堂,002727,6863.0,16599.0
805,龙大肉食,002726,3360.0,12192.0
806,跃岭股份,002725,1995.0,10377.0
807,海洋王,002724,2609.0,8519.0
808,金莱特,002723,2230.0,6953.0
809,金轮股份,002722,8969.0,16947.0
810,金一文化,002721,5595.0,14559.0
811,麦趣尔,002719,3683.0,17521.0
812,友邦吊顶,002718,5271.0,33931.0
813,岭南园林,002717,8856.0,19202.0
814,金贵银业,002716,9018.0,24190.0
815,登云股份,002715,3348.0,11289.0
816,牧原股份,002714,7559.0,23018.0
817,东易日盛,002713,3550.0,10052.0
818,思美传媒,002712,3133.0,7803.0
819,欧浦智网,002711,5006.0,18067.0
820,天赐材料,002709,14250.0,72732.0
821,光洋股份,002708,3557.0,14774.0
822,众信旅游,002707,9372.0,35803.0
823,良信电器,002706,2844.0,9141.0
824,新宝股份,002705,2676.0,18219.0
825,浙江世宝,002703,7021.0,14607.0
826,海欣食品,002702,10612.0,22544.0
827,奥瑞金,002701,9728.0,33079.0
828,新疆浩源,002700,1765.0,6027.0
829,美盛文化,002699,5147.0,18339.0
830,博实股份,002698,4920.0,15640.0
831,红旗连锁,002697,6833.0,27452.0
832,百洋股份,002696,2174.0,6072.0
833,煌上煌,002695,11357.0,26843.0
834,顾地科技,002694,3282.0,10499.0
835,双成药业,002693,1975.0,11877.0
836,睿康股份,002692,1812.0,4949.0
837,冀凯股份,002691,1678.0,6547.0
838,美亚光电,002690,3732.0,21732.0
839,远大智能,002689,3361.0,12848.0
840,金河生物,002688,1792.0,6123.0
841,乔治白,002687,1344.0,7010.0
842,亿利达,002686,2357.0,27971.0
843,华东重机,002685,4322.0,14830.0
844,猛狮科技,002684,5136.0,16940.0
845,宏大爆破,002683,1454.0,4649.0
846,龙洲股份,002682,2394.0,7657.0
847,奋达科技,002681,18906.0,69759.0
848,长生生物,002680,4793.0,8810.0
849,福建金森,002679,4400.0,9578.0
850,珠江钢琴,002678,3621.0,18638.0
851,浙江美大,002677,2682.0,15945.0
852,顺威股份,002676,1465.0,5795.0
853,东诚药业,002675,4047.0,10084.0
854,兴业科技,002674,1274.0,3524.0
855,西部证券,002673,18800.0,85826.0
856,东江环保,002672,4707.0,15268.0
857,龙泉股份,002671,3169.0,9787.0
858,国盛金控,002670,1779.0,6349.0
859,康达新材,002669,2789.0,9051.0
860,奥马电器,002668,4774.0,18434.0
861,鞍重股份,002667,1979.0,5336.0
862,德联集团,002666,2588.0,8603.0
863,首航节能,002665,4940.0,37339.0
864,信质电机,002664,5289.0,18151.0
865,普邦股份,002663,4856.0,17607.0
866,京威股份,002662,2560.0,10065.0
867,克明面业,002661,8461.0,19911.0
868,茂硕电源,002660,4078.0,19420.0
869,中泰桥梁,002659,3627.0,8588.0
870,雪迪龙,002658,10135.0,27076.0
871,中科金财,002657,13991.0,78009.0
872,摩登大道,002656,2186.0,9109.0
873,共达电声,002655,2519.0,11667.0
874,万润科技,002654,3552.0,8098.0
875,海思科,002653,3669.0,9715.0
876,扬子新材,002652,1801.0,6554.0
877,利君股份,002651,4625.0,11227.0
878,加加食品,002650,4869.0,12276.0
879,博彦科技,002649,6756.0,123753.0
880,卫星石化,002648,3123.0,8953.0
881,民盛金科,002647,4100.0,6998.0
882,青青稞酒,002646,7658.0,18107.0
883,华宏科技,002645,2031.0,9135.0
884,佛慈制药,002644,2803.0,8865.0
885,万润股份,002643,7449.0,23984.0
886,荣之联,002642,23276.0,46960.0
887,永高股份,002641,1554.0,6565.0
888,跨境通,002640,6838.0,18327.0
889,雪人股份,002639,4481.0,14382.0
890,勤上股份,002638,3492.0,10770.0
891,赞宇科技,002637,2772.0,6183.0
892,金安国纪,002636,5174.0,15033.0
893,安洁科技,002635,16357.0,37028.0
894,棒杰股份,002634,3083.0,8698.0
895,申科股份,002633,2976.0,9642.0
896,道明光学,002632,4454.0,11903.0
897,德尔未来,002631,4992.0,14612.0
898,华西能源,002630,2946.0,13583.0
899,仁智股份,002629,4069.0,14871.0
900,成都路桥,002628,3947.0,11976.0
901,宜昌交运,002627,3670.0,10442.0
902,金达威,002626,3805.0,8206.0
903,光启技术,002625,14136.0,29436.0
904,完美世界,002624,10014.0,24955.0
905,亚玛顿,002623,7949.0,15916.0
906,融钰集团,002622,3401.0,8482.0
907,三垒股份,002621,1379.0,5340.0
908,瑞和股份,002620,2657.0,7908.0
909,巨龙管业,002619,3569.0,19401.0
910,丹邦科技,002618,4975.0,20591.0
911,露笑科技,002617,6286.0,13262.0
912,长青集团,002616,3235.0,27522.0
913,哈尔斯,002615,6526.0,15949.0
914,奥佳华,002614,3911.0,12537.0
915,北玻股份,002613,1746.0,7806.0
916,朗姿股份,002612,4388.0,11427.0
917,东方精工,002611,2907.0,9581.0
918,爱康科技,002610,23122.0,243972.0
919,捷顺科技,002609,5315.0,20580.0
920,江苏国信,002608,3146.0,31143.0
921,亚夏汽车,002607,4458.0,22329.0
922,大连电瓷,002606,3728.0,10606.0
923,姚记扑克,002605,4452.0,18619.0
924,龙力生物,002604,3474.0,18860.0
925,以岭药业,002603,11709.0,42488.0
926,世纪华通,002602,3827.0,13205.0
927,龙蟒佰利,002601,7747.0,21346.0
928,江粉磁材,002600,5397.0,17890.0
929,盛通股份,002599,1496.0,5519.0
930,山东章鼓,002598,2094.0,26521.0
931,金禾实业,002597,5868.0,31924.0
932,海南瑞泽,002596,2599.0,19924.0
933,豪迈科技,002595,5685.0,29882.0
934,比亚迪,002594,109656.0,226718.0
935,日上集团,002593,2097.0,12044.0
936,八菱科技,002592,2191.0,12167.0
937,恒大高新,002591,3032.0,9744.0
938,万安科技,002590,6550.0,20352.0
939,瑞康医药,002589,3016.0,10832.0
940,史丹利,002588,3575.0,10850.0
941,奥拓电子,002587,6562.0,26811.0
942,围海股份,002586,2727.0,9418.0
943,双星新材,002585,2072.0,9094.0
944,西陇科学,002584,3045.0,9980.0
945,海能达,002583,5808.0,39423.0
946,好想你,002582,19054.0,74029.0
947,未名医药,002581,7962.0,36039.0
948,圣阳股份,002580,3201.0,12268.0
949,中京电子,002579,4364.0,13392.0
950,闽发铝业,002578,1584.0,4436.0
951,雷柏科技,002577,6940.0,21196.0
952,通达动力,002576,2230.0,8009.0
953,群兴玩具,002575,2776.0,9672.0
954,明牌珠宝,002574,2332.0,18945.0
955,清新环境,002573,18873.0,66536.0
956,索菲亚,002572,7764.0,45944.0
957,*ST德力,002571,3713.0,22654.0
958,贝因美,002570,16883.0,56473.0
959,步森股份,002569,2104.0,7320.0
960,百润股份,002568,14587.0,25597.0
961,唐人神,002567,3450.0,8700.0
962,益盛药业,002566,3619.0,8244.0
963,顺灏股份,002565,3460.0,10959.0
964,天沃科技,002564,4801.0,17077.0
965,森马服饰,002563,3999.0,25376.0
966,兄弟科技,002562,3549.0,10638.0
967,徐家汇,002561,4879.0,12043.0
968,通达股份,002560,2674.0,7718.0
969,亚威股份,002559,6136.0,14386.0
970,巨人网络,002558,11864.0,21706.0
971,洽洽食品,002557,7056.0,22771.0
972,辉隆股份,002556,8988.0,17882.0
973,三七互娱,002555,9630.0,31382.0
974,惠博普,002554,3915.0,10022.0
975,南方轴承,002553,2223.0,8066.0
976,宝鼎科技,002552,3507.0,10030.0
977,尚荣医疗,002551,5575.0,14491.0
978,千红制药,002550,4008.0,13954.0
979,凯美特气,002549,2843.0,6668.0
980,金新农,002548,6412.0,14658.0
981,春兴精工,002547,5336.0,22936.0
982,新联电子,002546,3704.0,7079.0
983,东方铁塔,002545,1545.0,4755.0
984,杰赛科技,002544,2602.0,19376.0
985,万和电气,002543,1850.0,8207.0
986,中化岩土,002542,4832.0,18346.0
987,鸿路钢构,002541,1287.0,6433.0
988,亚太科技,002540,4882.0,14172.0
989,云图控股,002539,3454.0,15711.0
990,司尔特,002538,4274.0,13654.0
991,海立美达,002537,3176.0,9363.0
992,西泵股份,002536,3257.0,12804.0
993,林州重机,002535,3972.0,16344.0
994,杭锅股份,002534,2082.0,6486.0
995,金杯电工,002533,3531.0,9631.0
996,新界泵业,002532,2624.0,6622.0
997,天顺风能,002531,3134.0,9220.0
998,金财互联,002530,1935.0,5824.0
999,海源机械,002529,7769.0,18468.0
1000,英飞拓,002528,4700.0,11239.0
1001,新时达,002527,8858.0,34626.0
1002,山东矿机,002526,6624.0,21006.0
1003,光正集团,002524,3716.0,37951.0
1004,天桥起重,002523,2192.0,8129.0
1005,浙江众成,002522,3983.0,13215.0
1006,齐峰新材,002521,3870.0,16352.0
1007,日发精机,002520,5321.0,14690.0
1008,银河电子,002519,2677.0,30856.0
1009,科士达,002518,4641.0,11674.0
1010,恺英网络,002517,6467.0,22288.0
1011,旷达科技,002516,3373.0,16719.0
1012,金字火腿,002515,15896.0,30905.0
1013,宝馨科技,002514,2556.0,7680.0
1014,蓝丰生化,002513,2267.0,7812.0
1015,达华智能,002512,3230.0,15598.0
1016,中顺洁柔,002511,4159.0,34428.0
1017,天汽模,002510,5732.0,17292.0
1018,天广中茂,002509,3166.0,7414.0
1019,老板电器,002508,14844.0,84542.0
1020,涪陵榨菜,002507,5741.0,19460.0
1021,协鑫集成,002506,19360.0,49968.0
1022,大康农业,002505,4539.0,15588.0
1023,*ST弘高,002504,4692.0,11972.0
1024,搜于特,002503,3872.0,20308.0
1025,骅威文化,002502,4660.0,16540.0
1026,利源精制,002501,8817.0,48424.0
1027,山西证券,002500,6978.0,27767.0
1028,科林环保,002499,2916.0,8224.0
1029,汉缆股份,002498,7670.0,34664.0
1030,雅化集团,002497,6356.0,22602.0
1031,辉丰股份,002496,5518.0,25628.0
1032,佳隆股份,002495,4231.0,9858.0
1033,华斯股份,002494,8175.0,26064.0
1034,荣盛石化,002493,2079.0,9577.0
1035,恒基达鑫,002492,2485.0,15000.0
1036,通鼎互联,002491,7591.0,21565.0
1037,*ST墨龙,002490,5136.0,8784.0
1038,浙江永强,002489,8427.0,37450.0
1039,金固股份,002488,8480.0,22488.0
1040,大金重工,002487,2772.0,9734.0
1041,嘉麟杰,002486,9830.0,19276.0
1042,希努尔,002485,1797.0,5501.0
1043,江海股份,002484,4741.0,17331.0
1044,润邦股份,002483,1980.0,5933.0
1045,广田集团,002482,3577.0,12742.0
1046,双塔食品,002481,3046.0,9859.0
1047,新筑股份,002480,2892.0,10735.0
1048,富春环保,002479,3404.0,15761.0
1049,常宝股份,002478,2123.0,6588.0
1050,雏鹰农牧,002477,10611.0,45796.0
1051,宝莫股份,002476,4289.0,13616.0
1052,立讯精密,002475,6783.0,29387.0
1053,榕基软件,002474,5670.0,19433.0
1054,*ST圣莱,002473,2721.0,9351.0
1055,双环传动,002472,3380.0,16826.0
1056,中超控股,002471,6652.0,15026.0
1057,金正大,002470,5113.0,18101.0
1058,三维工程,002469,4844.0,12514.0
1059,申通快递,002468,6415.0,26552.0
1060,二六三,002467,4970.0,14813.0
1061,天齐锂业,002466,38003.0,185328.0
1062,海格通信,002465,11889.0,92479.0
1063,金利科技,002464,4441.0,8862.0
1064,沪电股份,002463,4554.0,16031.0
1065,嘉事堂,002462,4780.0,10890.0
1066,珠江啤酒,002461,3346.0,12398.0
1067,赣锋锂业,002460,25653.0,59559.0
1068,天业通联,002459,1759.0,12300.0
1069,益生股份,002458,4116.0,15803.0
1070,青龙管业,002457,9591.0,34517.0
1071,欧菲光,002456,22120.0,96679.0
1072,百川股份,002455,2545.0,8587.0
1073,松芝股份,002454,3019.0,12571.0
1074,天马精化,002453,4323.0,10654.0
1075,长高集团,002452,2513.0,10204.0
1076,摩恩电气,002451,3613.0,11730.0
1077,康得新,002450,31424.0,115459.0
1078,国星光电,002449,3851.0,13359.0
1079,中原内配,002448,4089.0,33567.0
1080,壹桥股份,002447,2688.0,7623.0
1081,盛路通信,002446,4859.0,18347.0
1082,中南文化,002445,2675.0,8894.0
1083,巨星科技,002444,6289.0,23194.0
1084,金洲管道,002443,4460.0,15093.0
1085,龙星化工,002442,1742.0,4771.0
1086,众业达,002441,3896.0,12318.0
1087,闰土股份,002440,28050.0,42428.0
1088,启明星辰,002439,12594.0,34639.0
1089,江苏神通,002438,4815.0,16727.0
1090,誉衡药业,002437,7613.0,18901.0
1091,兴森科技,002436,5520.0,14180.0
1092,长江润发,002435,1587.0,3836.0
1093,万里扬,002434,1741.0,10470.0
1094,太安堂,002433,9819.0,24326.0
1095,九安医疗,002432,15091.0,40392.0
1096,棕榈股份,002431,14127.0,54419.0
1097,杭氧股份,002430,2722.0,8598.0
1098,兆驰股份,002429,3601.0,11613.0
1099,云南锗业,002428,4078.0,15077.0
1100,尤夫股份,002427,4543.0,10577.0
1101,胜利精密,002426,5120.0,15759.0
1102,凯撒文化,002425,2635.0,8952.0
1103,贵州百灵,002424,8798.0,38100.0
1104,中原特钢,002423,4543.0,69926.0
1105,科伦药业,002422,36639.0,100795.0
1106,达实智能,002421,7547.0,22028.0
1107,毅昌股份,002420,1022.0,5246.0
1108,天虹股份,002419,4307.0,24600.0
1109,康盛股份,002418,2092.0,27620.0
1110,三元达,002417,9029.0,15596.0
1111,爱施德,002416,8226.0,21878.0
1112,海康威视,002415,29456.0,234251.0
1113,高德红外,002414,4722.0,69701.0
1114,雷科防务,002413,2145.0,19822.0
1115,汉森制药,002412,3039.0,11170.0
1116,必康股份,002411,5720.0,13211.0
1117,广联达,002410,8245.0,26749.0
1118,雅克科技,002409,1163.0,3424.0
1119,齐翔腾达,002408,4876.0,11788.0
1120,多氟多,002407,34538.0,197204.0
1121,远东传动,002406,3843.0,11755.0
1122,四维图新,002405,15912.0,96510.0
1123,嘉欣丝绸,002404,3780.0,14237.0
1124,爱仕达,002403,2841.0,10406.0
1125,和而泰,002402,9156.0,27618.0
1126,中远海科,002401,2895.0,9899.0
1127,省广股份,002400,6742.0,22895.0
1128,海普瑞,002399,4655.0,11654.0
1129,建研集团,002398,1908.0,7997.0
1130,梦洁股份,002397,3354.0,12699.0
1131,星网锐捷,002396,5874.0,20318.0
1132,双象股份,002395,4328.0,11187.0
1133,联发股份,002394,2309.0,8381.0
1134,力生制药,002393,2796.0,7752.0
1135,北京利尔,002392,3030.0,12553.0
1136,长青股份,002391,1915.0,7085.0
1137,信邦制药,002390,4339.0,12933.0
1138,南洋科技,002389,6000.0,23460.0
1139,新亚制程,002388,4905.0,11730.0
1140,黑牛食品,002387,20874.0,34391.0
1141,天原集团,002386,2071.0,6283.0
1142,大北农,002385,13942.0,52375.0
1143,东山精密,002384,3062.0,16905.0
1144,合众思壮,002383,5115.0,26049.0
1145,蓝帆医疗,002382,3693.0,11221.0
1146,双箭股份,002381,3150.0,7322.0
1147,科远股份,002380,7884.0,17108.0
1148,宏创控股,002379,3300.0,9675.0
1149,章源钨业,002378,2646.0,7271.0
1150,国创高新,002377,1749.0,7879.0
1151,新北洋,002376,4791.0,36364.0
1152,亚厦股份,002375,5528.0,26735.0
1153,丽鹏股份,002374,2805.0,8979.0
1154,千方科技,002373,5635.0,16003.0
1155,伟星新材,002372,7032.0,32074.0
1156,北方华创,002371,5286.0,21279.0
1157,亚太药业,002370,1214.0,3982.0
1158,卓翼科技,002369,3337.0,10334.0
1159,太极股份,002368,3457.0,7795.0
1160,康力电梯,002367,5885.0,16474.0
1161,台海核电,002366,4156.0,23709.0
1162,永安药业,002365,4205.0,11613.0
1163,中恒电气,002364,5447.0,15715.0
1164,隆基机械,002363,4108.0,21964.0
1165,汉王科技,002362,8738.0,20844.0
1166,神剑股份,002361,3891.0,10900.0
1167,同德化工,002360,1896.0,15555.0
1168,齐星铁塔,002359,4387.0,14764.0
1169,森源电气,002358,6258.0,15775.0
1170,富临运业,002357,3476.0,9921.0
1171,赫美集团,002356,3000.0,6937.0
1172,兴民智通,002355,3958.0,12693.0
1173,天神娱乐,002354,5820.0,16024.0
1174,杰瑞股份,002353,18506.0,124959.0
1175,顺丰控股,002352,11003.0,57699.0
1176,漫步者,002351,5153.0,18107.0
1177,北京科锐,002350,7837.0,14839.0
1178,精华制药,002349,2287.0,7533.0
1179,高乐股份,002348,2961.0,9013.0
1180,泰尔股份,002347,3005.0,9347.0
1181,柘中股份,002346,6134.0,12542.0
1182,潮宏基,002345,2200.0,10001.0
1183,海宁皮城,002344,6031.0,15808.0
1184,慈文传媒,002343,7536.0,17217.0
1185,巨力索具,002342,7452.0,23922.0
1186,新纶科技,002341,4181.0,14648.0
1187,格林美,002340,18536.0,110283.0
1188,积成电子,002339,4920.0,14920.0
1189,奥普光电,002338,1840.0,16293.0
1190,赛象科技,002337,5632.0,15224.0
1191,人人乐,002336,2686.0,13958.0
1192,科华恒盛,002335,3709.0,11956.0
1193,英威腾,002334,4365.0,23977.0
1194,罗普斯金,002333,1599.0,6864.0
1195,仙琚制药,002332,2430.0,14901.0
1196,皖通科技,002331,4644.0,28339.0
1197,得利斯,002330,5283.0,27051.0
1198,皇氏集团,002329,7040.0,21489.0
1199,新朋股份,002328,2029.0,9734.0
1200,富安娜,002327,6826.0,23778.0
1201,永太科技,002326,10144.0,25112.0
1202,洪涛股份,002325,8939.0,17970.0
1203,普利特,002324,2129.0,6592.0
1204,雅百特,002323,4596.0,10508.0
1205,理工环科,002322,4194.0,10932.0
1206,华英农业,002321,4413.0,21607.0
1207,海峡股份,002320,2181.0,9977.0
1208,乐通股份,002319,7034.0,21355.0
1209,久立特材,002318,4493.0,20808.0
1210,众生药业,002317,3820.0,13734.0
1211,键桥通讯,002316,2571.0,7227.0
1212,焦点科技,002315,3655.0,16749.0
1213,南山控股,002314,3208.0,14105.0
1214,日海通讯,002313,4384.0,11587.0
1215,*ST三泰,002312,43484.0,248838.0
1216,海大集团,002311,2823.0,16468.0
1217,东方园林,002310,14451.0,48765.0
1218,中利集团,002309,9308.0,17338.0
1219,威创股份,002308,7900.0,21630.0
1220,北新路桥,002307,12545.0,49277.0
1221,*ST云网,002306,6855.0,66372.0
1222,南国置业,002305,5425.0,12520.0
1223,洋河股份,002304,11002.0,66178.0
1224,美盈森,002303,5945.0,23234.0
1225,西部建设,002302,11017.0,36784.0
1226,齐心集团,002301,2573.0,8314.0
1227,太阳电缆,002300,4538.0,11700.0
1228,圣农发展,002299,4708.0,34223.0
1229,中电鑫龙,002298,9490.0,22631.0
1230,博云新材,002297,4343.0,45689.0
1231,辉煌科技,002296,5171.0,22257.0
1232,精艺股份,002295,1583.0,7825.0
1233,信立泰,002294,14436.0,48053.0
1234,罗莱生活,002293,6484.0,48156.0
1235,奥飞娱乐,002292,18208.0,71995.0
1236,星期六,002291,1862.0,8386.0
1237,中科新材,002290,8823.0,24780.0
1238,宇顺电子,002289,6270.0,15807.0
1239,超华科技,002288,4705.0,13196.0
1240,奇正藏药,002287,3375.0,13042.0
1241,保龄宝,002286,2015.0,9917.0
1242,世联行,002285,12190.0,82931.0
1243,亚太股份,002284,14958.0,36897.0
1244,天润曲轴,002283,2321.0,11091.0
1245,博深工具,002282,6382.0,12950.0
1246,光迅科技,002281,5405.0,20022.0
1247,联络互动,002280,12138.0,78162.0
1248,久其软件,002279,4648.0,17583.0
1249,神开股份,002278,2796.0,7892.0
1250,友阿股份,002277,7628.0,24393.0
1251,万马股份,002276,12649.0,35424.0
1252,桂林三金,002275,3366.0,26781.0
1253,华昌化工,002274,2431.0,8050.0
1254,水晶光电,002273,22113.0,81013.0
1255,川润股份,002272,1785.0,6464.0
1256,东方雨虹,002271,9509.0,43640.0
1257,华明装备,002270,4885.0,13075.0
1258,美邦服饰,002269,13721.0,40494.0
1259,卫士通,002268,6448.0,22790.0
1260,陕天然气,002267,2243.0,10443.0
1261,浙富控股,002266,11526.0,78812.0
1262,西仪股份,002265,5375.0,22263.0
1263,新华都,002264,4537.0,14064.0
1264,大东南,002263,7607.0,23009.0
1265,恩华药业,002262,5119.0,29047.0
1266,拓维信息,002261,6939.0,28935.0
1267,德奥通航,002260,2876.0,25437.0
1268,升达林业,002259,1896.0,6309.0
1269,利尔化学,002258,2024.0,7147.0
1270,兆新股份,002256,9081.0,21614.0
1271,海陆重工,002255,2529.0,14700.0
1272,泰和新材,002254,2035.0,11016.0
1273,川大智胜,002253,12020.0,80230.0
1274,上海莱士,002252,10630.0,64379.0
1275,步步高,002251,9043.0,20541.0
1276,联化科技,002250,3541.0,15611.0
1277,大洋电机,002249,5954.0,21533.0
1278,*ST东数,002248,2805.0,9273.0
1279,帝龙文化,002247,5797.0,12618.0
1280,北化股份,002246,4535.0,12690.0
1281,澳洋顺昌,002245,4915.0,16266.0
1282,滨江集团,002244,6474.0,19067.0
1283,通产丽星,002243,3386.0,11205.0
1284,九阳股份,002242,18230.0,60942.0
1285,歌尔股份,002241,24335.0,131971.0
1286,威华股份,002240,6308.0,18872.0
1287,奥特佳,002239,2031.0,9303.0
1288,天威视讯,002238,1865.0,15900.0
1289,恒邦股份,002237,4310.0,21935.0
1290,大华股份,002236,13748.0,94667.0
1291,安妮股份,002235,4543.0,17559.0
1292,民和股份,002234,4417.0,20778.0
1293,塔牌集团,002233,3052.0,11485.0
1294,启明信息,002232,4845.0,43182.0
1295,奥维通信,002231,4562.0,21084.0
1296,科大讯飞,002230,87661.0,389012.0
1297,鸿博股份,002229,11304.0,33112.0
1298,合兴包装,002228,2411.0,8058.0
1299,奥特迅,002227,11750.0,26117.0
1300,江南化工,002226,4725.0,11538.0
1301,濮耐股份,002225,1592.0,8930.0
1302,三力士,002224,5746.0,17022.0
1303,鱼跃医疗,002223,13203.0,46011.0
1304,福晶科技,002222,5061.0,18753.0
1305,东华能源,002221,4459.0,12459.0
1306,天宝股份,002220,1920.0,8424.0
1307,恒康医疗,002219,3690.0,20223.0
1308,拓日新能,002218,3216.0,11138.0
1309,合力泰,002217,4236.0,11833.0
1310,三全食品,002216,9860.0,22674.0
1311,诺普信,002215,6609.0,29420.0
1312,大立科技,002214,2944.0,18141.0
1313,特尔佳,002213,1647.0,9473.0
1314,南洋股份,002212,2982.0,8850.0
1315,宏达新材,002211,6400.0,14995.0
1316,飞马国际,002210,2649.0,25204.0
1317,达意隆,002209,2316.0,6358.0
1318,合肥城建,002208,4896.0,14645.0
1319,*ST准油,002207,4351.0,10524.0
1320,海利得,002206,4175.0,9134.0
1321,国统股份,002205,7211.0,17562.0
1322,大连重工,002204,4600.0,15770.0
1323,海亮股份,002203,2033.0,7493.0
1324,金风科技,002202,22037.0,100235.0
1325,九鼎新材,002201,2263.0,10588.0
1326,云投生态,002200,3074.0,8118.0
